Customer ID,Product ID,Purchase Quantity,Unit Price,Discount,Payment Method,Date of Purchase,Sales Channel,Payment Status,Unit Price,Discount,Name,Age,Gender,Income Level,Loyalty Score,Customer Segment,Location
354,15,1,,,Wallet,2023-11-22,Online,Completed,38.9069268208059,20,Customer_354,35,Male,Medium,4.821203886055603,Gold,City A
237,33,1,,,Wallet,2023-08-15,In-store,Completed,105.91538138969257,20,Customer_237,20,Male,Medium,98.76495637360578,Gold,City A
425,21,2,,,Credit Card,2022-05-21,Online,Completed,50.3279240674261,10,Customer_425,30,Male,Medium,18.11493495346803,Gold,City A
221,39,1,,,Wallet,2023-04-19,Online,Completed,174.0613724896272,20,Customer_221,21,Male,Low,22.845474133129873,Platinum,City C
68,23,1,,,Credit Card,2022-01-31,In-store,Completed,73.65275561525253,0,Customer_68,35,Female,High,54.12665786761103,Gold,City B
197,27,2,,,Cash,2024-06-02,In-store,Completed,88.67008771113203,0,Customer_197,49,Male,Medium,33.94501925428061,Gold,City A
256,45,2,,,Wallet,2022-03-04,In-store,Completed,122.11584860153309,10,Customer_256,42,Female,Low,90.9032520665641,Gold,City A
139,44,4,,,Credit Card,2023-07-14,Online,Completed,278.98167496719196,20,Customer_139,56,Female,Low,79.65372909761763,Silver,City B
312,18,3,,,Wallet,2022-03-28,Online,Completed,79.70721904034463,5,Customer_312,39,Female,Medium,14.834320096208886,Gold,City C
435,24,1,,,Credit Card,2022-10-31,In-store,Pending,219.36316887958816,10,Customer_435,40,Female,Low,80.59925497751581,Platinum,City C
149,47,1,,,Cash,2022-03-02,Online,Completed,62.26143112140187,20,Customer_149,49,Female,Low,26.899340443509768,Gold,City A
99,40,1,,,Credit Card,2023-01-31,Online,Completed,53.42950189417818,5,Customer_99,18,Female,Medium,42.6181302235973,Platinum,City A
76,42,4,,,Wallet,2022-11-30,Online,Completed,237.17102225959346,20,Customer_76,32,Male,Low,6.78370591051719,Gold,City B
282,7,1,,,Credit Card,2024-02-25,Online,Completed,231.88401747481748,15,Customer_282,25,Male,Medium,51.977394855601766,Gold,City C
371,50,3,,,Wallet,2023-02-15,In-store,Completed,106.47171189906015,0,Customer_371,34,Female,Low,54.448909796084955,Silver,City B
403,48,2,,,Cash,2022-10-11,In-store,Completed,62.80542454383753,0,Customer_403,39,Female,Medium,19.57779856835461,Silver,City B
109,20,4,,,Credit Card,2023-04-11,In-store,Completed,158.9325863983742,15,Customer_109,22,Male,High,95.08635622504103,Silver,City C
188,27,2,,,Wallet,2022-03-21,Online,Completed,88.67008771113203,0,Customer_188,44,Male,High,70.64757264869012,Gold,City A
199,6,1,,,Wallet,2023-11-23,Online,Completed,107.7580307569193,20,Customer_199,58,Male,High,8.011484638467515,Silver,City B
303,27,1,,,Wallet,2024-02-23,Online,Completed,88.67008771113203,0,Customer_303,31,Female,Medium,53.1169528001032,Platinum,City C
327,9,1,,,Credit Card,2022-03-18,Online,Completed,36.55308824280915,15,Customer_327,64,Female,Low,20.185345212294838,Gold,City C
154,45,3,,,Credit Card,2024-01-03,In-store,Completed,122.11584860153309,10,Customer_154,56,Female,Medium,7.244688779455888,Platinum,City B
40,31,3,,,Credit Card,2024-03-04,Online,Completed,245.24614698099455,20,Customer_40,38,Female,Medium,83.7013328363672,Gold,City C
133,21,4,,,Cash,2023-06-24,Online,Completed,50.3279240674261,10,Customer_133,31,Male,Low,76.10239909429988,Platinum,City A
405,26,2,,,Wallet,2022-12-27,In-store,Pending,122.72573260089811,5,Customer_405,59,Female,Low,64.7474714154603,Platinum,City C
462,40,1,,,Wallet,2022-03-18,In-store,Completed,53.42950189417818,5,Customer_462,64,Female,Low,86.27970775432286,Silver,City B
132,48,1,,,Cash,2023-05-24,In-store,Completed,62.80542454383753,0,Customer_132,64,Male,Medium,84.47832281168877,Silver,City A
279,45,1,,,Cash,2022-06-13,Online,Completed,122.11584860153309,10,Customer_279,50,Male,Medium,23.605046334646396,Silver,City A
362,13,1,,,Credit Card,2022-01-09,Online,Completed,150.85767256886348,0,Customer_362,49,Male,Low,40.4140321651033,Platinum,City A
84,49,3,,,Credit Card,2022-06-24,Online,Completed,253.8389333684991,15,Customer_84,35,Male,Medium,87.15368061523763,Silver,City B
399,23,2,,,Credit Card,2023-04-07,Online,Completed,73.65275561525253,0,Customer_399,49,Male,Low,81.29857387160935,Silver,City C
242,20,2,,,Credit Card,2022-11-03,Online,Completed,158.9325863983742,15,Customer_242,20,Male,High,72.52576604151365,Silver,City C
116,37,4,,,Credit Card,2023-08-11,Online,Completed,146.65669653805293,10,Customer_116,25,Male,Medium,27.421520234867003,Gold,City A
109,28,3,,,Credit Card,2022-09-02,In-store,Completed,54.59011952271367,5,Customer_109,22,Male,High,95.08635622504103,Silver,City C
221,17,1,,,Cash,2022-05-02,Online,Completed,281.559163561776,20,Customer_221,21,Male,Low,22.845474133129873,Platinum,City C
392,28,2,,,Cash,2022-07-04,In-store,Completed,54.59011952271367,5,Customer_392,31,Male,Medium,34.12478276261564,Platinum,City B
41,41,2,,,Cash,2022-02-01,In-store,Completed,18.319800343234036,10,Customer_41,26,Male,Medium,69.74714616692836,Silver,City A
368,2,3,,,Wallet,2024-02-01,In-store,Completed,110.16531494991115,20,Customer_368,59,Male,Medium,43.5583314812933,Silver,City B
147,25,4,,,Wallet,2023-07-23,Online,Completed,101.43359031385688,15,Customer_147,49,Male,High,6.420893707513409,Silver,City A
112,50,4,,,Credit Card,2022-11-06,Online,Completed,106.47171189906015,0,Customer_112,58,Female,Medium,94.36159201675989,Platinum,City A
103,41,1,,,Cash,2023-01-07,In-store,Pending,18.319800343234036,10,Customer_103,28,Male,Medium,69.36822257814886,Gold,City A
46,6,4,,,Wallet,2023-10-18,Online,Completed,107.7580307569193,20,Customer_46,31,Male,Medium,88.08707591989284,Silver,City B
412,11,2,,,Wallet,2024-04-09,Online,Completed,131.0123186571357,15,Customer_412,61,Male,High,10.142082844921651,Gold,City C
494,38,4,,,Cash,2023-08-19,In-store,Completed,36.79507170839833,10,Customer_494,49,Female,Low,51.90597909082704,Platinum,City B
475,6,1,,,Wallet,2022-02-25,Online,Completed,107.7580307569193,20,Customer_475,54,Male,Medium,69.51445540475937,Silver,City A
324,45,2,,,Wallet,2024-03-01,Online,Completed,122.11584860153309,10,Customer_324,47,Male,Low,2.9973589872677953,Platinum,City C
378,11,4,,,Cash,2022-09-30,Online,Completed,131.0123186571357,15,Customer_378,59,Female,High,44.86936226225306,Gold,City C
271,14,4,,,Wallet,2023-04-09,Online,Completed,151.76776441247569,15,Customer_271,26,Female,Low,96.94123223352875,Platinum,City B
483,2,3,,,Cash,2023-11-09,In-store,Completed,110.16531494991115,20,Customer_483,36,Male,Low,72.43388171287411,Gold,City A
421,40,1,,,Wallet,2023-04-01,In-store,Completed,53.42950189417818,5,Customer_421,64,Female,Low,71.61506742231936,Silver,City B
385,3,4,,,Cash,2023-11-01,Online,Completed,125.54741293238402,10,Customer_385,53,Female,High,61.94903460096145,Platinum,City C
195,35,3,,,Wallet,2022-09-06,Online,Completed,138.7970688154731,20,Customer_195,32,Female,High,71.40869321324278,Platinum,City C
367,33,2,,,Wallet,2023-11-29,Online,Completed,105.91538138969257,20,Customer_367,44,Female,Medium,79.78136488586345,Platinum,City C
280,24,3,,,Cash,2022-03-19,In-store,Completed,219.36316887958816,10,Customer_280,41,Male,High,7.349674733001265,Gold,City B
283,19,3,,,Wallet,2023-06-18,Online,Completed,247.19577713695494,10,Customer_283,53,Female,Medium,33.70031764312863,Platinum,City B
40,18,4,,,Cash,2022-04-18,Online,Completed,79.70721904034463,5,Customer_40,38,Female,Medium,83.7013328363672,Gold,City C
447,49,4,,,Cash,2022-09-30,In-store,Completed,253.8389333684991,15,Customer_447,33,Female,Medium,83.98613028667204,Gold,City C
189,24,4,,,Wallet,2024-02-03,Online,Completed,219.36316887958816,10,Customer_189,26,Male,Medium,3.1586144825642037,Platinum,City B
164,45,3,,,Credit Card,2022-01-15,In-store,Completed,122.11584860153309,10,Customer_164,45,Female,Low,10.493017841817487,Silver,City B
482,35,2,,,Wallet,2023-01-05,Online,Completed,138.7970688154731,20,Customer_482,27,Female,Medium,10.410964938416633,Gold,City A
477,1,1,,,Credit Card,2022-10-31,In-store,Completed,275.45931069253055,5,Customer_477,27,Male,High,42.819961492561475,Gold,City B
24,36,3,,,Credit Card,2023-11-03,Online,Completed,220.44713346786494,15,Customer_24,38,Male,Medium,7.613085949030019,Platinum,City A
24,25,4,,,Wallet,2022-07-24,Online,Pending,101.43359031385688,15,Customer_24,38,Male,Medium,7.613085949030019,Platinum,City A
490,45,1,,,Credit Card,2022-04-23,In-store,Completed,122.11584860153309,10,Customer_490,41,Female,High,32.33715621155208,Silver,City A
4,49,2,,,Cash,2023-11-11,In-store,Completed,253.8389333684991,15,Customer_4,60,Male,High,58.00862078378112,Platinum,City A
323,43,1,,,Cash,2024-05-14,In-store,Completed,195.19300158534787,15,Customer_323,38,Male,Low,13.96512547563129,Silver,City A
290,34,4,,,Credit Card,2022-09-10,In-store,Completed,135.1463883479689,0,Customer_290,42,Male,Low,16.761921628831765,Gold,City C
441,25,3,,,Cash,2023-03-17,In-store,Completed,101.43359031385688,15,Customer_441,51,Male,High,81.91888594267903,Gold,City C
433,16,3,,,Wallet,2022-07-05,Online,Completed,55.62990842810848,10,Customer_433,54,Female,High,96.29268752375798,Silver,City A
471,34,4,,,Cash,2024-05-08,In-store,Completed,135.1463883479689,0,Customer_471,56,Female,Medium,59.4476335186173,Gold,City B
181,29,3,,,Credit Card,2022-08-15,In-store,Completed,149.64609059520464,10,Customer_181,44,Male,Medium,56.75408482615582,Platinum,City A
248,19,4,,,Wallet,2023-06-12,In-store,Completed,247.19577713695494,10,Customer_248,50,Male,Low,59.23503285933622,Silver,City A
116,23,3,,,Cash,2023-10-30,In-store,Completed,73.65275561525253,0,Customer_116,25,Male,Medium,27.421520234867003,Gold,City A
279,19,3,,,Wallet,2022-12-20,Online,Completed,247.19577713695494,10,Customer_279,50,Male,Medium,23.605046334646396,Silver,City A
365,25,3,,,Credit Card,2023-09-15,Online,Completed,101.43359031385688,15,Customer_365,40,Female,Medium,80.78459419412586,Gold,City B
69,16,2,,,Cash,2022-01-01,Online,Completed,55.62990842810848,10,Customer_69,43,Male,High,96.29920038589947,Gold,City C
351,9,2,,,Wallet,2023-07-07,Online,Completed,36.55308824280915,15,Customer_351,40,Male,Low,10.659303030799073,Silver,City B
254,1,4,,,Wallet,2023-07-14,Online,Completed,275.45931069253055,5,Customer_254,28,Female,Medium,13.15676851272598,Platinum,City C
181,42,2,,,Cash,2023-02-24,In-store,Completed,237.17102225959346,20,Customer_181,44,Male,Medium,56.75408482615582,Platinum,City A
318,19,4,,,Wallet,2023-09-12,Online,Completed,247.19577713695494,10,Customer_318,62,Female,Low,86.79182945200222,Silver,City C
169,33,1,,,Wallet,2022-06-10,Online,Completed,105.91538138969257,20,Customer_169,45,Male,Medium,61.81557343181191,Platinum,City C
313,34,1,,,Credit Card,2022-06-10,In-store,Completed,135.1463883479689,0,Customer_313,39,Female,Medium,98.66301229588468,Platinum,City C
249,16,2,,,Credit Card,2024-05-20,In-store,Completed,55.62990842810848,10,Customer_249,57,Male,Medium,91.2363345616691,Silver,City B
188,44,1,,,Credit Card,2022-05-08,Online,Completed,278.98167496719196,20,Customer_188,44,Male,High,70.64757264869012,Gold,City A
54,40,1,,,Credit Card,2023-12-23,Online,Completed,53.42950189417818,5,Customer_54,61,Female,Low,81.79670241190622,Gold,City C
326,18,3,,,Credit Card,2022-05-31,In-store,Completed,79.70721904034463,5,Customer_326,45,Male,High,70.46807627366466,Platinum,City C
357,34,3,,,Credit Card,2023-03-20,Online,Completed,135.1463883479689,0,Customer_357,48,Male,Medium,87.07534503372591,Gold,City C
313,25,4,,,Cash,2024-02-06,In-store,Completed,101.43359031385688,15,Customer_313,39,Female,Medium,98.66301229588468,Platinum,City C
138,45,1,,,Credit Card,2023-04-16,In-store,Completed,122.11584860153309,10,Customer_138,31,Male,Medium,61.665031452073805,Gold,City C
168,6,4,,,Wallet,2023-04-08,Online,Completed,107.7580307569193,20,Customer_168,23,Male,Medium,49.888815345135605,Platinum,City A
391,21,4,,,Cash,2023-12-31,Online,Completed,50.3279240674261,10,Customer_391,33,Male,High,2.5642065806435688,Gold,City A
103,6,1,,,Wallet,2022-01-30,Online,Completed,107.7580307569193,20,Customer_103,28,Male,Medium,69.36822257814886,Gold,City A
422,32,2,,,Credit Card,2023-04-18,In-store,Completed,102.82650440491234,15,Customer_422,52,Female,Low,27.262400073353376,Gold,City B
85,41,1,,,Credit Card,2023-07-11,In-store,Completed,18.319800343234036,10,Customer_85,64,Female,Low,97.3488969177397,Platinum,City C
317,48,3,,,Wallet,2022-03-21,Online,Completed,62.80542454383753,0,Customer_317,55,Male,Medium,63.91199378155004,Gold,City A
212,43,1,,,Wallet,2022-02-08,Online,Completed,195.19300158534787,15,Customer_212,50,Male,Medium,21.92139873580443,Gold,City C
3,39,2,,,Wallet,2022-08-28,Online,Completed,174.0613724896272,20,Customer_3,32,Male,High,59.293993484170315,Gold,City A
384,31,4,,,Cash,2023-07-11,In-store,Completed,245.24614698099455,20,Customer_384,24,Female,Low,66.82127985550163,Gold,City A
179,42,4,,,Credit Card,2023-08-13,In-store,Completed,237.17102225959346,20,Customer_179,50,Female,Low,39.69232762015961,Platinum,City B
342,10,3,,,Wallet,2022-12-03,In-store,Completed,207.59477625782523,10,Customer_342,54,Male,High,57.060974663882966,Platinum,City C
303,30,3,,,Credit Card,2024-05-10,Online,Completed,39.04712475719107,20,Customer_303,31,Female,Medium,53.1169528001032,Platinum,City C
452,18,3,,,Wallet,2024-03-10,In-store,Completed,79.70721904034463,5,Customer_452,20,Male,Medium,27.48060355481361,Platinum,City C
476,24,4,,,Credit Card,2022-10-07,In-store,Failed,219.36316887958816,10,Customer_476,40,Male,Low,40.431876810429216,Platinum,City A
332,9,3,,,Cash,2022-04-26,Online,Completed,36.55308824280915,15,Customer_332,52,Male,High,44.375021930457116,Silver,City A
38,31,1,,,Credit Card,2022-09-26,In-store,Completed,245.24614698099455,20,Customer_38,54,Female,Medium,86.72942009598023,Silver,City B
499,15,4,,,Wallet,2022-12-01,Online,Completed,38.9069268208059,20,Customer_499,52,Male,High,88.00790875614582,Platinum,City C
420,4,2,,,Credit Card,2022-11-08,In-store,Completed,105.36670373919704,5,Customer_420,47,Male,Medium,61.03337833109184,Silver,City C
239,40,4,,,Cash,2022-02-22,Online,Completed,53.42950189417818,5,Customer_239,53,Female,Low,86.70314961224486,Gold,City B
169,9,1,,,Cash,2022-03-09,Online,Completed,36.55308824280915,15,Customer_169,45,Male,Medium,61.81557343181191,Platinum,City C
453,45,1,,,Credit Card,2023-11-25,In-store,Completed,122.11584860153309,10,Customer_453,29,Male,Medium,82.26143185136785,Silver,City B
397,9,3,,,Wallet,2022-02-03,Online,Completed,36.55308824280915,15,Customer_397,51,Female,Low,60.79050927934446,Platinum,City C
343,26,4,,,Cash,2024-03-06,In-store,Completed,122.72573260089811,5,Customer_343,41,Male,Medium,3.038705969683686,Gold,City A
314,4,4,,,Cash,2024-03-28,Online,Failed,105.36670373919704,5,Customer_314,63,Male,Low,96.51186964360456,Gold,City C
306,17,4,,,Credit Card,2023-01-21,Online,Completed,281.559163561776,20,Customer_306,25,Male,High,12.21099140100268,Silver,City C
30,16,2,,,Cash,2022-09-06,Online,Completed,55.62990842810848,10,Customer_30,44,Female,Medium,34.780920790219305,Silver,City A
190,15,3,,,Cash,2022-04-21,In-store,Completed,38.9069268208059,20,Customer_190,54,Female,Low,93.62122462436898,Silver,City C
357,35,1,,,Wallet,2022-04-04,Online,Completed,138.7970688154731,20,Customer_357,48,Male,Medium,87.07534503372591,Gold,City C
25,5,1,,,Wallet,2023-02-14,Online,Completed,16.826714508702203,0,Customer_25,50,Male,Medium,85.12069140487687,Gold,City B
112,5,3,,,Wallet,2022-06-28,In-store,Completed,16.826714508702203,0,Customer_112,58,Female,Medium,94.36159201675989,Platinum,City A
411,20,1,,,Credit Card,2022-02-16,Online,Completed,158.9325863983742,15,Customer_411,25,Male,High,35.16226872396344,Silver,City A
435,15,1,,,Cash,2024-03-04,Online,Pending,38.9069268208059,20,Customer_435,40,Female,Low,80.59925497751581,Platinum,City C
206,18,3,,,Credit Card,2024-05-01,Online,Completed,79.70721904034463,5,Customer_206,19,Male,Medium,73.15895217553319,Gold,City A
185,47,1,,,Cash,2024-05-23,Online,Completed,62.26143112140187,20,Customer_185,56,Male,High,16.748258225906977,Platinum,City A
382,2,4,,,Cash,2023-08-27,In-store,Completed,110.16531494991115,20,Customer_382,41,Female,Medium,7.319592376844364,Platinum,City C
496,29,2,,,Cash,2023-01-11,Online,Completed,149.64609059520464,10,Customer_496,37,Male,Medium,80.03565078223616,Platinum,City B
379,13,3,,,Wallet,2023-12-25,Online,Completed,150.85767256886348,0,Customer_379,43,Female,Medium,23.754413087432745,Platinum,City B
47,4,2,,,Credit Card,2023-08-10,In-store,Completed,105.36670373919704,5,Customer_47,26,Male,Medium,87.1843527745232,Silver,City A
374,42,1,,,Credit Card,2024-06-08,Online,Completed,237.17102225959346,20,Customer_374,26,Female,Medium,36.646153487139784,Silver,City B
228,45,1,,,Cash,2022-07-21,Online,Completed,122.11584860153309,10,Customer_228,23,Female,Medium,3.0652502205806065,Gold,City C
39,10,4,,,Credit Card,2023-03-21,In-store,Pending,207.59477625782523,10,Customer_39,24,Male,Low,70.83629767150347,Silver,City B
16,31,3,,,Wallet,2022-10-24,In-store,Completed,245.24614698099455,20,Customer_16,20,Female,Medium,40.845321307069874,Gold,City A
22,41,1,,,Credit Card,2022-11-04,In-store,Completed,18.319800343234036,10,Customer_22,55,Female,Medium,22.018320194981133,Platinum,City A
213,8,3,,,Cash,2023-12-24,In-store,Completed,164.58327789050227,20,Customer_213,18,Female,Medium,97.58652558191314,Gold,City B
310,3,3,,,Wallet,2023-05-08,Online,Completed,125.54741293238402,10,Customer_310,50,Female,Medium,50.723480868839246,Silver,City B
149,48,3,,,Wallet,2022-12-04,In-store,Completed,62.80542454383753,0,Customer_149,49,Female,Low,26.899340443509768,Gold,City A
456,46,3,,,Cash,2023-10-08,Online,Completed,131.607990959633,15,Customer_456,54,Male,Low,9.553531383466819,Gold,City C
241,9,3,,,Credit Card,2024-04-21,In-store,Completed,36.55308824280915,15,Customer_241,43,Male,Low,43.86154191895905,Silver,City A
272,30,2,,,Cash,2022-03-07,Online,Pending,39.04712475719107,20,Customer_272,58,Male,Low,25.813343270112753,Platinum,City B
59,11,4,,,Credit Card,2024-03-02,In-store,Completed,131.0123186571357,15,Customer_59,34,Female,Low,61.69269183757422,Gold,City B
287,35,3,,,Credit Card,2023-02-26,In-store,Completed,138.7970688154731,20,Customer_287,52,Male,Low,61.714498660403,Platinum,City B
426,37,2,,,Wallet,2023-06-24,Online,Completed,146.65669653805293,10,Customer_426,59,Male,Medium,68.11178539649828,Gold,City A
202,42,1,,,Cash,2023-09-21,In-store,Completed,237.17102225959346,20,Customer_202,19,Male,High,81.72977699624937,Platinum,City A
32,13,3,,,Wallet,2023-05-08,In-store,Completed,150.85767256886348,0,Customer_32,45,Female,Medium,56.5731963995791,Gold,City A
443,36,1,,,Cash,2024-05-31,In-store,Completed,220.44713346786494,15,Customer_443,42,Male,High,22.807977194893247,Silver,City B
162,13,3,,,Cash,2022-11-13,Online,Completed,150.85767256886348,0,Customer_162,24,Male,Medium,3.9618825348357145,Silver,City B
255,12,2,,,Wallet,2024-04-16,In-store,Completed,238.70034880107426,10,Customer_255,45,Female,Low,71.58249646820886,Platinum,City C
254,37,2,,,Cash,2023-09-18,In-store,Completed,146.65669653805293,10,Customer_254,28,Female,Medium,13.15676851272598,Platinum,City C
9,10,2,,,Cash,2022-03-16,Online,Pending,207.59477625782523,10,Customer_9,40,Male,Low,88.87480798689772,Gold,City B
465,9,4,,,Credit Card,2023-12-15,Online,Pending,36.55308824280915,15,Customer_465,22,Male,Medium,2.3638586046336396,Silver,City C
139,7,1,,,Cash,2022-02-28,In-store,Pending,231.88401747481748,15,Customer_139,56,Female,Low,79.65372909761763,Silver,City B
480,2,4,,,Cash,2023-01-21,Online,Completed,110.16531494991115,20,Customer_480,51,Female,Medium,99.12559937021884,Silver,City C
10,23,3,,,Wallet,2022-01-15,Online,Pending,73.65275561525253,0,Customer_10,28,Female,Low,95.56514982297534,Gold,City C
214,39,1,,,Wallet,2022-08-19,Online,Failed,174.0613724896272,20,Customer_214,36,Male,High,33.68957917711069,Silver,City B
273,40,2,,,Cash,2023-09-09,In-store,Pending,53.42950189417818,5,Customer_273,52,Male,Medium,65.67366645412922,Silver,City C
324,39,1,,,Credit Card,2023-11-08,In-store,Completed,174.0613724896272,20,Customer_324,47,Male,Low,2.9973589872677953,Platinum,City C
48,21,2,,,Credit Card,2022-07-18,Online,Completed,50.3279240674261,10,Customer_48,43,Male,Medium,2.9247283034559146,Gold,City B
436,23,4,,,Wallet,2022-12-20,In-store,Completed,73.65275561525253,0,Customer_436,26,Female,Low,55.022654215626176,Platinum,City A
111,29,4,,,Cash,2022-02-04,Online,Completed,149.64609059520464,10,Customer_111,56,Male,Low,43.23348010426019,Silver,City B
153,14,2,,,Cash,2022-06-11,In-store,Completed,151.76776441247569,15,Customer_153,40,Female,Low,1.1620539908100636,Gold,City A
123,26,2,,,Credit Card,2024-01-27,Online,Completed,122.72573260089811,5,Customer_123,52,Female,Medium,65.1666825375885,Silver,City A
405,5,3,,,Credit Card,2024-03-09,In-store,Failed,16.826714508702203,0,Customer_405,59,Female,Low,64.7474714154603,Platinum,City C
357,31,4,,,Credit Card,2024-06-13,Online,Completed,245.24614698099455,20,Customer_357,48,Male,Medium,87.07534503372591,Gold,City C
102,25,4,,,Wallet,2023-04-16,In-store,Completed,101.43359031385688,15,Customer_102,41,Female,Medium,79.48095487499293,Gold,City B
241,31,3,,,Cash,2023-06-15,In-store,Pending,245.24614698099455,20,Customer_241,43,Male,Low,43.86154191895905,Silver,City A
321,50,4,,,Wallet,2024-03-02,Online,Failed,106.47171189906015,0,Customer_321,44,Female,High,48.88465802569202,Gold,City C
191,20,2,,,Cash,2024-05-01,In-store,Completed,158.9325863983742,15,Customer_191,50,Female,Medium,5.1971283651472415,Silver,City A
217,44,1,,,Wallet,2023-02-27,In-store,Completed,278.98167496719196,20,Customer_217,43,Female,Medium,65.87077755008761,Gold,City B
51,17,1,,,Cash,2022-12-14,In-store,Completed,281.559163561776,20,Customer_51,45,Female,Medium,33.51188542591419,Gold,City C
292,45,4,,,Credit Card,2023-11-25,In-store,Completed,122.11584860153309,10,Customer_292,35,Female,Medium,73.64020150656405,Silver,City A
81,2,3,,,Credit Card,2022-05-27,In-store,Completed,110.16531494991115,20,Customer_81,38,Female,Medium,34.588305695295674,Gold,City A
489,25,2,,,Credit Card,2023-01-09,In-store,Completed,101.43359031385688,15,Customer_489,33,Female,Low,19.18673247187429,Platinum,City C
383,13,1,,,Wallet,2023-11-19,In-store,Completed,150.85767256886348,0,Customer_383,30,Male,Medium,60.34485933813779,Silver,City C
88,39,2,,,Credit Card,2023-11-06,In-store,Completed,174.0613724896272,20,Customer_88,42,Male,Medium,13.008624013063198,Gold,City B
194,28,4,,,Cash,2023-02-20,Online,Pending,54.59011952271367,5,Customer_194,41,Female,Medium,87.09691237460856,Gold,City B
104,42,4,,,Wallet,2023-11-18,In-store,Completed,237.17102225959346,20,Customer_104,34,Female,High,22.07696127887604,Gold,City A
271,6,1,,,Cash,2023-05-09,Online,Completed,107.7580307569193,20,Customer_271,26,Female,Low,96.94123223352875,Platinum,City B
96,3,4,,,Wallet,2023-07-13,In-store,Completed,125.54741293238402,10,Customer_96,24,Male,High,44.590270637674834,Silver,City C
423,35,3,,,Cash,2022-09-13,Online,Completed,138.7970688154731,20,Customer_423,57,Male,Low,41.354910152535155,Gold,City A
379,18,4,,,Cash,2023-11-17,In-store,Pending,79.70721904034463,5,Customer_379,43,Female,Medium,23.754413087432745,Platinum,City B
198,11,4,,,Wallet,2022-04-13,Online,Completed,131.0123186571357,15,Customer_198,41,Male,Low,81.48251137465122,Platinum,City C
1,20,4,,,Wallet,2022-05-01,Online,Completed,158.9325863983742,15,Customer_1,56,Male,Medium,22.38176148226231,Gold,City B
495,5,2,,,Credit Card,2023-02-23,In-store,Completed,16.826714508702203,0,Customer_495,44,Male,Medium,6.76125635922149,Silver,City A
407,19,2,,,Credit Card,2022-12-16,Online,Completed,247.19577713695494,10,Customer_407,32,Female,High,24.34822965762993,Platinum,City A
378,22,1,,,Cash,2023-10-19,In-store,Completed,38.376680486258245,20,Customer_378,59,Female,High,44.86936226225306,Gold,City C
167,19,1,,,Cash,2022-02-11,In-store,Completed,247.19577713695494,10,Customer_167,62,Male,Medium,14.249554290151323,Gold,City C
126,47,1,,,Cash,2023-01-02,Online,Completed,62.26143112140187,20,Customer_126,39,Female,High,47.32099066915572,Gold,City A
313,16,4,,,Wallet,2022-01-29,In-store,Completed,55.62990842810848,10,Customer_313,39,Female,Medium,98.66301229588468,Platinum,City C
81,24,2,,,Wallet,2024-06-10,Online,Completed,219.36316887958816,10,Customer_81,38,Female,Medium,34.588305695295674,Gold,City A
418,41,3,,,Credit Card,2024-02-24,Online,Completed,18.319800343234036,10,Customer_418,62,Male,High,53.91612766752545,Gold,City B
251,4,4,,,Cash,2022-01-14,In-store,Completed,105.36670373919704,5,Customer_251,35,Female,Medium,62.296658356348274,Gold,City B
169,15,4,,,Credit Card,2024-03-28,In-store,Completed,38.9069268208059,20,Customer_169,45,Male,Medium,61.81557343181191,Platinum,City C
477,25,4,,,Wallet,2024-04-04,In-store,Completed,101.43359031385688,15,Customer_477,27,Male,High,42.819961492561475,Gold,City B
73,44,3,,,Wallet,2023-04-30,In-store,Completed,278.98167496719196,20,Customer_73,53,Male,High,10.250972799067926,Gold,City B
141,35,1,,,Wallet,2022-07-08,In-store,Completed,138.7970688154731,20,Customer_141,26,Female,Medium,11.730818896239448,Gold,City A
70,14,3,,,Credit Card,2024-05-21,Online,Completed,151.76776441247569,15,Customer_70,61,Female,Low,34.187216603868606,Platinum,City C
262,49,1,,,Wallet,2022-10-22,Online,Completed,253.8389333684991,15,Customer_262,24,Female,Medium,49.227785644803475,Platinum,City B
340,19,3,,,Cash,2022-07-02,In-store,Pending,247.19577713695494,10,Customer_340,52,Male,Medium,61.78472402012139,Gold,City C
308,38,2,,,Credit Card,2024-05-13,In-store,Completed,36.79507170839833,10,Customer_308,20,Female,Low,93.38750175279048,Gold,City A
245,36,4,,,Wallet,2023-07-02,In-store,Completed,220.44713346786494,15,Customer_245,49,Female,Low,90.07018640112585,Silver,City A
3,7,4,,,Credit Card,2024-05-31,Online,Pending,231.88401747481748,15,Customer_3,32,Male,High,59.293993484170315,Gold,City A
337,30,4,,,Credit Card,2022-02-06,Online,Completed,39.04712475719107,20,Customer_337,46,Male,High,94.46142194740233,Silver,City A
63,19,1,,,Wallet,2022-01-14,Online,Completed,247.19577713695494,10,Customer_63,19,Male,Medium,63.40057030996113,Silver,City A
49,49,3,,,Wallet,2023-09-27,In-store,Completed,253.8389333684991,15,Customer_49,19,Male,Medium,82.58167505647627,Gold,City B
76,25,2,,,Credit Card,2023-08-18,In-store,Completed,101.43359031385688,15,Customer_76,32,Male,Low,6.78370591051719,Gold,City B
368,16,3,,,Credit Card,2022-06-08,Online,Completed,55.62990842810848,10,Customer_368,59,Male,Medium,43.5583314812933,Silver,City B
175,47,4,,,Wallet,2023-05-09,In-store,Completed,62.26143112140187,20,Customer_175,28,Male,Medium,8.786649914483336,Silver,City C
109,40,2,,,Cash,2022-11-25,In-store,Completed,53.42950189417818,5,Customer_109,22,Male,High,95.08635622504103,Silver,City C
